id,name,city,category,website_url,current_legacy_price,current_ticket_prices,needs_price,egyptian_price,foreigner_price,current_best_visit_times,best_visit_season,best_visit_time_of_day,notes
145,Rock Tombs of El-Kab,Luxor,historical,,80.0,,Y,10,200,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Rock Tombs of El-Kab — same Al-Kab ticket)"
137,Temple of Hathor at Dendera,Luxor,historical,https://egymonuments.gov.eg/,200.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 300}",skip,,,,October–April,Mid-morning,
127,Temple of Hatshepsut (Deir el-Bahari),Luxor,historical,https://egymonuments.gov.eg/ar/monuments/hatshepsut-temple,140.0,"{""currency"": ""EGP"", ""egyptian"": 40, ""foreigner"": 440}",skip,,,,October–April,"Early morning (opening, before heat hits the cliff face)",
143,Temple of Khnum at Esna,Luxor,historical,,100.0,,Y,20,200,,October–April,Late morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Temple of Esna)"
142,Temple of Ramesses II at Abydos,Luxor,historical,,100.0,,Y,10,120,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Ramesses II temple at Abydos / Meritamun temple)"
130,Temple of Seti I,Luxor,historical,,60.0,,Y,10,200,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Temple of Sety I — Luxor West Bank Gurnah)"
140,Temple of Seti I at Abydos,Luxor,historical,,100.0,,Y,10,260,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Temple of Sety I at Abydos)"
126,Tomb of Nefertari (QV66),Luxor,historical,,1400.0,,Y,600,2500,,October–April,Early morning (limited daily entries),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Tomb of Nefertari QV66 — separate premium ticket, limited daily entries)"
124,Tomb of Ramesses III (KV11),Luxor,historical,,160.0,,Y,60,750,,October–April,Early morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (KV11 included in general Valley of the Kings ticket — 3 tombs of your choice)"
123,Tomb of Ramesses VI (KV9),Luxor,historical,https://egymonuments.gov.eg/en/monuments/tomb-of-ramesses-vi-kv9,160.0,"{""currency"": ""EGP"", ""egyptian"": 30, ""foreigner"": 220}",skip,,,,October–April,Early morning,
135,Tomb of Ramose (TT55),Luxor,historical,,100.0,,Y,20,200,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Tomb of Ramose TT55)"
134,Tomb of Rekhmire (TT100),Luxor,historical,,100.0,,Y,10,120,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Tombs of Rekhmire and Sennefer share a combined ticket)"
133,Tomb of Sennefer (TT96),Luxor,historical,,100.0,,Y,10,120,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Tombs of Rekhmire and Sennefer share a combined ticket)"
122,Tomb of Seti I (KV17),Luxor,historical,https://egymonuments.gov.eg/en/monuments/tomb-of-sety-i-kv17,1400.0,"{""currency"": ""EGP"", ""egyptian"": 500, ""foreigner"": 2000}",skip,,,,October–April,Early morning,
121,Tomb of Tutankhamun (KV62),Luxor,historical,,400.0,"{""currency"": ""EGP"", ""egyptian"": 40, ""foreigner"": 700}",skip,,,,October–April,Early morning,
132,Tombs of the Nobles,Luxor,historical,,100.0,,Y,,,,October–April,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
110,Valley of the Kings,Luxor,historical,https://egymonuments.gov.eg/ar/archaeological-sites/valley-of-the-kings/,300.0,"{""currency"": ""EGP"", ""egyptian"": 60, ""foreigner"": 750}",skip,,,,October–April,"Early morning (opening, before crowds and heat)",
125,Valley of the Queens,Luxor,historical,,140.0,,Y,30,220,,October–April,Early morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Valley of the Queens — does not include Nefertari)"
119,Luxor Museum,Luxor,cultural,,140.0,,Y,30,400,,October–April,Late afternoon (cooler; reopens after 17:00 with night extension),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Luxor Museum)"
120,Mummification Museum,Luxor,cultural,https://egymonuments.gov.eg/en/museums/mummification-museum,100.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 220}",skip,,,,October–April,Mid-morning,
148,Banana Island,Luxor,natural,http://facebook.com/bananaislandsara22,50.0,,Y,,,,October–April,Late afternoon (felucca to island),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
149,Hot Air Balloon Rides Luxor,Luxor,entertainment,https://hodhodsolimanballoons.com/,2500.0,,Y,,,,October–April (best ballooning weather; flights ground in summer heat & wind),Pre-dawn launch for sunrise,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
146,Luxor Corniche,Luxor,entertainment,,,,Y,,,,October–April,Sunset,free entry
150,Luxor to Aswan Nile Cruise,Luxor,entertainment,https://www.thingstodoinegypt.com/egypt-nile-cruise-packages,15000.0,,Y,,,,October–April (peak season; book ahead),Multi-day; sunset on deck is the moment,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
152,Sunrise at Karnak Temple,Luxor,entertainment,https://egymonuments.gov.eg/ar/archaeological-sites/karnak,500.0,,Y,,,,October–April,Sunrise (first entry) for empty courts and golden light,Sunrise viewing covered by standard Karnak Temple ticket (40 Egyptian / 600 foreigner)
151,West Bank Bicycle Tour,Luxor,entertainment,,400.0,,Y,,,,October–April,Early morning (cool; light traffic on West Bank),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
147,Luxor Souk,Luxor,shopping,,,,Y,,,,October–April,Evening,free entry
249,Abu Safah Pharaonic Gate,Marsa Alam,historical,,,,Y,,,,October–April,Mid-morning,free entry
224,Al-Quseir Old City,Marsa Alam,historical,,,,Y,,,,October–April,Mid-morning,free entry
225,Al-Quseir Ottoman Fortress,Marsa Alam,historical,,80.0,,Y,10,100,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Al-Quseir Citadel / Ottoman Fortress)"
244,Berenice Troglodytica (Ancient Port),Marsa Alam,historical,,100.0,,Y,,,,October–April (remote),Morning (full-day expedition),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
231,Hamada Wreck (Abu Ghusum),Marsa Alam,historical,,,,Y,,,,October–April,Mid-morning,free entry
226,Mons Smaragdus (Emerald Mines),Marsa Alam,historical,http://www.emeraldhollowmine.com/,150.0,,Y,,,,October–April (remote desert; needs guide/permits),Morning (full-day expedition),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
245,Temple of Semiramis (Berenice),Marsa Alam,historical,https://egymonuments.gov.eg/en/monuments/serapeum,50.0,,Y,,,,October–April,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
228,Wadi Hammamat Inscriptions,Marsa Alam,historical,,,,Y,,,,October–April,Mid-morning,free entry
246,Wadi Sakait (Temple of Isis),Marsa Alam,historical,http://wadisabarah.com/,100.0,,Y,,,,October–April (remote desert; needs guide),Morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
227,Red Sea Wonders Museum,Marsa Alam,cultural,http://www.hepca.org/,120.0,,Y,,,,October–May,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
233,Shalateen Camel Market,Marsa Alam,cultural,,,,Y,,,,October–April,Mid-morning,free entry
219,Abu Dabbab Bay,Marsa Alam,natural,http://www.abudabbab.com/,200.0,,Y,,,,October–May; dugong/turtle sightings best calm mornings,Early morning snorkel,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
253,Abu Ghusum (Fury Shoals),Marsa Alam,natural,,,,skip,,,,Year-round (diving); best Sep–Nov,Morning dive (liveaboard or fast boat),
232,Brother Islands (Al Ikhwan),Marsa Alam,natural,,,,skip,,,,"Year-round (diving); best March–May, September–November (liveaboard only)",Morning (liveaboard expedition),
230,Daedalus Reef (Abu Kizan),Marsa Alam,natural,,,,skip,,,,Year-round (diving); best September–November (offshore),Morning (liveaboard or day boat),
237,El Nayzak Beach,Marsa Alam,natural,https://www.egypttoday.com/Article/9/7977/Al-Nayzak-One-of-Egypt%E2%80%99s-most-scenic-spots,,,skip,,,,October–May,Morning,
229,Elphinstone Reef,Marsa Alam,natural,,,,skip,,,,Year-round (diving); best September–November,Early morning dive (drift dive — currents strong),
242,Gabal El Rosas (The Rose Garden),Marsa Alam,natural,,,,skip,,,,October–April (remote),Morning,
234,Gebel Elba National Park,Marsa Alam,natural,,300.0,,Y,,,,October–March (cooler; access by permit),Multi-day; morning game-viewing,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
254,Habili Nakari,Marsa Alam,natural,https://www.redsea-divingsafari.com/Villages/marsa-nakari,,,skip,,,,Year-round (diving),Morning dive,
236,Hamata Islands,Marsa Alam,natural,,400.0,,Y,,,,October–May,Morning boat trip,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
240,Hankorab Beach,Marsa Alam,natural,https://www.facebook.com/hankorab/,100.0,,Y,,,,October–May for comfort; swim/snorkel year-round,Morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
239,Marsa Assalaya,Marsa Alam,natural,,,,skip,,,,October–May,Morning,
238,Marsa Egla,Marsa Alam,natural,,,,skip,,,,October–May,Morning,
222,Marsa Mubarak,Marsa Alam,natural,,,,skip,,,,Year-round (diving and snorkel),Morning,
241,Marsa Shouna,Marsa Alam,natural,,,,skip,,,,October–May,Morning,
243,Marsa Tondoba,Marsa Alam,natural,,,,skip,,,,October–May,Morning,
235,Qulaan Lagoon,Marsa Alam,natural,,50.0,,Y,,,,October–May,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
248,Rocky Island,Marsa Alam,natural,,,,skip,,,,Year-round (diving; liveaboard only),Morning (multi-day expedition),
90,Sataya Reef (Dolphin House),Marsa Alam,natural,,350.0,,Y,,,,October–May,Morning boat trip (dolphin pods most active early),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
223,Sataya Reef (Dolphin Reef),Marsa Alam,natural,,600.0,,Y,,,,October–May,Morning boat trip,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
252,Sha'ab Marsa Alam,Marsa Alam,natural,,,,skip,,,,Year-round (diving); best Sep–Nov,Morning dive,
220,Sha'ab Samadai (Dolphin House),Marsa Alam,natural,https://www.facebook.com/SE.Divers/,450.0,,Y,,,,October–May; dolphin tours March–October most reliable,Morning boat trip,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
221,Sharm El Luli (Ras Hankorab),Marsa Alam,natural,http://www.marsaalam.com/Sharm_El_Luli.html,100.0,,Y,,,,October–May (protected reserve; access regulated),Morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
255,Temple Lagoon Reef,Marsa Alam,natural,http://bluelagoonsnorkeling.com/,,,skip,,,,Year-round; best Sep–Nov,Morning snorkel/dive,
89,Wadi El Gemal National Park,Marsa Alam,natural,https://www.sis.gov.eg/Story/1073,150.0,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–May (comfort); year-round for diving,Morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
251,Wadi El Quraan,Marsa Alam,natural,https://www.sis.gov.eg/Story/1073,,,skip,,,,October–April,Morning,
247,Zabargad Island (Peridot Hill),Marsa Alam,natural,,,,skip,,,,Year-round (diving; liveaboard only),Morning (multi-day expedition),
250,Shalateen Bazaar,Marsa Alam,shopping,,,,Y,,,,October–April,Morning,free entry
257,Pharaoh's Island,Sinai,historical,,50.0,,Y,20,400,,October–April,Mid-morning (boat trip from Taba),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Salah al-Din Citadel, Taba / Pharaoh's Island)"
258,Serabit el-Khadim,Sinai,historical,,40.0,,Y,,,,October–April (remote desert; needs guide),Morning (full-day expedition),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
286,Al-Fanar Lighthouse,Sinai,cultural,,,,Y,,,,October–May,Late afternoon / sunset,free entry
279,Old Market,Sinai,cultural,https://egyptra.pro/old-market-sharm-el-sheikh,,,Y,,,,October–April,Mid-morning,free entry
287,Taba Heights,Sinai,cultural,https://tabaheights.com/strand-beach-and-golf-resort/?utm_source=Google_My_Business&utm_medium=GMB,,,Y,,,,October–May,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
269,Ain Khudra,Sinai,natural,,,,skip,,,,October–April,Morning into early afternoon,
267,Blue Hole,Sinai,natural,,100.0,,Y,,,,Year-round; best visibility September–November; water coldest February,Morning for calm seas and best visibility,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
272,Blue Lagoon,Sinai,natural,,,,skip,,,,October–April,Late morning,
266,Colored Canyon,Sinai,natural,,,,skip,,,,October–April,Morning,
270,Mount Catherine,Sinai,natural,http://www.wta.org/go-hiking/hikes/mount-catherine,,,skip,,,,Spring & autumn (avoid winter snow on summit; summer hot),Pre-dawn for sunrise,
265,Nabq Protectorate,Sinai,natural,,80.0,,Y,,,,October–May,Morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
273,Ras Abu Galum,Sinai,natural,,,,skip,,,,October–April,Morning,
290,Ras El Shitan,Sinai,natural,https://bedouinstar.org/,,,skip,,,,October–April,Late afternoon / sunset,
264,Ras Mohammed,Sinai,natural,https://www.eeaa.gov.eg/Topics/85/36/65/Details,150.0,,Y,100,750,,Year-round; reef best October–May; protected park crowds Christmas/Easter,"Morning (calm seas, better visibility)","bedawi.com citing EEAA tariff schedule (South Sinai nature reserve fee increase, Dec 2025 / June 2026) (15 USD foreigner ≈ 750 EGP at ~50 EGP/USD; 24-hour camping rate higher: 400/1500)"
294,Straits of Tiran,Sinai,natural,,,,skip,,,,October–May,Morning,
295,The Canyon (Dahab),Sinai,natural,,,,skip,,,,October–April,Late morning,
274,Tiran Island,Sinai,natural,,,,skip,,,,October–May (boat conditions),Morning,
292,Wadi El-Weshwash,Sinai,natural,,,,skip,,,,October–April,Morning,
275,Wadi Gnai,Sinai,natural,,,,skip,,,,October–April,Morning,
268,Wadi Wishwashi,Sinai,natural,,,,skip,,,,October–April,Morning,
271,White Canyon,Sinai,natural,,,,skip,,,,October–April,Late morning,
282,Aqua Blue Water Park,Sinai,entertainment,,500.0,,Y,,,,May–September (water park),Late morning into afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
289,Castle Zaman,Sinai,entertainment,http://orders.castlezaman.com/,600.0,,Y,,,,October–May,Sunset onward,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
281,Cleo Park,Sinai,entertainment,,400.0,,Y,,,,May–September,Late morning into afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
94,Dahab,Sinai,entertainment,,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–May (mild evenings),Sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
283,Dahab Promenade,Sinai,entertainment,,,,Y,,,,Year-round (mildest October–May),Sunset,free entry
278,Farsha Mountain Lounge,Sinai,entertainment,,,,Y,,,,October–May,Late afternoon / evening,free entry
284,Genena City,Sinai,entertainment,http://www.genenacity.com/,,,Y,,,,October–May,Late afternoon / evening,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
280,Hollywood Sharm,Sinai,entertainment,,50.0,,Y,,,,October–May,Evening,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
288,Lighthouse Reef,Sinai,entertainment,http://dahabdive.com/,,,Y,,,,Year-round (diving); best Sep–Nov,Morning dive,free entry
291,Musical Fountain,Sinai,entertainment,,,,Y,,,,October–May,Late afternoon / evening,free entry
276,Naama Bay,Sinai,entertainment,,,,Y,,,,October–May,Late afternoon / evening,free entry
285,Shark's Bay,Sinai,entertainment,,,,Y,,,,October–May,Late afternoon / evening,free entry
277,SOHO Square,Sinai,entertainment,http://www.soho-sharm.com/?utm_source=google&utm_medium=mybusiness&utm_campaign=mybusiness&utm_content=soho,,,Y,,,,October–May,Late afternoon / evening,free entry
293,Three Pools,Sinai,entertainment,,,,Y,,,,October–May,Late afternoon / evening,free entry
259,Al-Sahaba Mosque,Sinai,religious,https://egyptra.pro/al-sahaba-mosque,,,Y,,,,Year-round; mildest October–April,"Mid-morning, outside prayer times",free entry
261,Burning Bush,Sinai,religious,https://www.sinaimonastery.com/index.php/ar/,,,Y,,,,October–April,"Morning, paired with monastery visit",free entry
263,Monastery of the Seven Nuns,Sinai,religious,,,,Y,,,,October–April,Morning,free entry
260,Moses Springs,Sinai,religious,,20.0,,Y,,,,October–April,"Daytime, any time",free entry
256,Mount Sinai,Sinai,religious,,,,Y,,,,October–April (avoid winter snow; summer summit climb is hot),"Pre-dawn start (~01:00) for sunrise summit, or late afternoon for sunset",free entry
92,Saint Catherine's Monastery,Sinai,religious,https://www.sinaimonastery.com/index.php/ar/,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}","October–April (cool, clear; monastery open 09:00–11:30, closed Fri/Sun)",Early morning at opening,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
296,Steps of Penitence,Sinai,religious,https://www.sinaimonastery.com/index.php/ar/,,,Y,,,,October–April,Pre-dawn ascent or late afternoon descent,free entry
262,Wadi Feiran Oasis,Sinai,religious,,,,Y,,,,October–April,Mid-morning,free entry
392,Abu Rawash (Pyramid of Djedefre),,historical,,80.0,,Y,,,,October–April,Mid-morning (remote; access limited),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
391,Abusir Pyramid Field,,historical,,80.0,,Y,,,,October–April,Mid-morning (combine with Saqqara),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
353,Al-Ghuri Complex,,historical,https://egymonuments.gov.eg/en/monuments/dome-khanqa-and-seat-of-sultan-al-ghuri,,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 150}",skip,,,,October–April,Mid-morning,
388,Alabaster Sphinx of Memphis,,historical,http://sitioshistoricos.com/esfinge-de-alabastro/,80.0,,Y,10,200,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Alabaster Sphinx is at Mit Rahina / Memphis site)"
347,Bab al-Futuh,,historical,http://archnet.org/sites/2180,,,Y,,,,October–April,Mid-morning (walk along medieval walls),free entry
348,Bab al-Nasr,,historical,https://egymonuments.gov.eg/en/monuments/bab-al-nasr,,,Y,,,,October–April,Mid-morning,free entry
349,Bab Zuweila,,historical,https://www.archnet.org/sites/2728,,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 100}",skip,,,,October–April,Late afternoon (climb minaret for rooftop views),
339,Baron Empain Palace,,historical,https://egymonuments.gov.eg/en/monuments/baron-empain-palace,200.0,"{""currency"": ""EGP"", ""egyptian"": 60, ""foreigner"": 220}",skip,,,,October–April,Late afternoon,
389,Bent Pyramid,,historical,,80.0,,Y,10,200,,October–April,Mid-morning (Dahshur),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Bent Pyramid — Dahshur ticket)"
387,Colossus of Ramesses II (Memphis),,historical,,80.0,,Y,10,200,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Colossus of Ramesses II is at Mit Rahina / Memphis site)"
378,Djoser Funerary Complex,,historical,,120.0,"{""currency"": ""EGP"", ""egyptian"": 40, ""foreigner"": 150}",skip,,,,October–April,Mid-morning (Saqqara),
367,Eastern Cemetery of Giza,,historical,,,,Y,,,,October–April,Mid-morning,Eastern Cemetery of Giza included in Giza Necropolis general ticket (60 Egyptian / 700 foreigner)
365,Khafre Mortuary Temple,,historical,http://egymonuments.gov.eg/,,,Y,,,,October–April,Mid-morning,Khafre Mortuary Temple — Giza Necropolis general ticket (60 Egyptian / 700 foreigner)
343,Khedivial Cairo,,historical,,,,Y,,,,October–April,"Late afternoon / evening (downtown light, cafés)",free entry
364,Khufu Mortuary Temple,,historical,,,,Y,,,,October–April,Mid-morning,Khufu Mortuary Temple — Giza Necropolis general ticket (60 Egyptian / 700 foreigner)
382,Mastaba of Mereruka,,historical,https://egymonuments.gov.eg/en/monuments/tomb-of-mereruka,120.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 100}",skip,,,,October–April,Mid-morning,
377,Mena House Hotel,,historical,https://www.marriott.com/en-us/hotels/caimn-marriott-mena-house-cairo/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,Y,,,,October–April,Early morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
366,Menkaure Mortuary Temple,,historical,,,,Y,,,,October–April,Mid-morning,Menkaure Mortuary Temple — Giza Necropolis general ticket (60 Egyptian / 700 foreigner)
362,Nilometer (Rhoda Island),,historical,https://egymonuments.gov.eg/en/monuments/rawda-island-nilometer,60.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 120}",skip,,,,October–April,Mid-morning (combine with nearby Coptic/Roda),
380,Pyramid of Teti,,historical,,120.0,,Y,30,600,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Pyramid of Teti included in Saqqara Area general ticket)"
379,Pyramid of Unas,,historical,https://egymonuments.gov.eg/en/monuments/pyramid-of-unas,120.0,,Y,30,600,,October–April,Mid-morning (Saqqara),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Pyramid of Unas included in Saqqara Area general ticket)"
350,Qalawun Complex,,historical,,40.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 220}",skip,,,,October–April,Mid-morning,
341,Qasr El Nil Bridge,,historical,,,,Y,,,,Year-round,Sunset (Nile views),free entry
373,Queen's Pyramids of Khufu,,historical,https://egymonuments.gov.eg/en/monuments/the-great-pyramid,,,Y,,,,October–April,Mid-morning,Queen's Pyramids of Khufu — Giza Necropolis general ticket (60 Egyptian / 700 foreigner)
374,Queen's Pyramids of Menkaure,,historical,,,,Y,,,,October–April,Mid-morning,Queen's Pyramids of Menkaure — Giza Necropolis general ticket (60 Egyptian / 700 foreigner)
390,Red Pyramid,,historical,,80.0,,Y,10,200,,October–April,Mid-morning (Dahshur; interior accessible),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Red Pyramid — Dahshur ticket)"
381,Serapeum of Saqqara,,historical,https://egymonuments.gov.eg/en/monuments/serapeum,120.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 180}",skip,,,,October–April,Mid-morning,
351,Sultan Barquq Complex,,historical,https://egymonuments.gov.eg/en/monuments/mosque-khanqa-and-madrasa-of-sultan-farag-ibn-barquq-in-the-mamluk-cemetery,,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 220}",skip,,,,October–April,Mid-morning,
342,Tahrir Square,,historical,,,,Y,,,,October–April,Late afternoon,free entry
371,Tomb of Idu,,historical,,100.0,,Y,,,,October–April,Mid-morning,Tomb of Idu in Eastern Cemetery — included in Giza Necropolis general ticket (60/700)
383,Tomb of Kagemni,,historical,,120.0,,Y,30,600,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Tomb of Kagemni included in Saqqara Area general ticket)"
385,Tomb of Mehu,,historical,,120.0,,Y,,,,October–April,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
369,Tomb of Meresankh III,,historical,https://egymonuments.com/locations/tickets/Pyramids,100.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 200}",skip,,,,October–April,Mid-morning,
370,Tomb of Qar,,historical,,100.0,,Y,,,,October–April,Mid-morning,Tomb of Qar in Eastern Cemetery — included in Giza Necropolis general ticket (60/700)
372,Tomb of Queen Hetepheres I,,historical,,100.0,,Y,,,,October–April,Mid-morning,Tomb of Queen Hetepheres I — Giza Necropolis general ticket (60/700)
384,Tomb of Ti,,historical,,120.0,,Y,,,,October–April,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
363,Valley Temple of Khafre,,historical,https://www.memphistours.com/Egypt/WikiTravel/Attractions-Cairo/wiki/Valley-Temple,240.0,,Y,,,,October–April,Mid-morning (next to Sphinx),Valley Temple of Khafre — Giza Necropolis general ticket (60 Egyptian / 700 foreigner)
352,Wekalet El Ghouri,,historical,https://www.tripadvisor.es/Attraction_Review-g294201-d2481670-Reviews-Wekalet_El_Ghouri_Arts_Center-Cairo_Cairo_Governorate.html,40.0,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 100}",skip,,,,October–April,Late afternoon / evening (Sufi/tannoura shows some nights),
368,Western Cemetery of Giza,,historical,,,,Y,,,,October–April,Mid-morning,Western Cemetery of Giza included in Giza Necropolis general ticket (60 Egyptian / 700 foreigner)
335,Abdeen Palace Museum,,cultural,http://www.cairo.gov.eg/ar/Bank%20of%20Ideas/Pages/matahif-alqahra-_text.aspx?ID=15,100.0,,Y,20,100,,October–April,Mid-morning,"Multiple recent tourism sources (rehlat.com, cairotoptours, inside-egypt.com, 2023-2025); single-tier 100 EGP reported on some sources but dual-tier 20/100 is the consistent published rate"
337,Gayer-Anderson Museum,,cultural,https://egymonuments.gov.eg/en/museums/gayer-anderson-museum,100.0,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 100}",skip,,,,October–April,Mid-morning,
386,Imhotep Museum,,cultural,https://egymonuments.gov.eg/en/museums/imhotep-museum,80.0,"{""currency"": ""EGP"", ""egyptian"": 30, ""foreigner"": 600}",skip,,,,October–April,Mid-morning,
336,Manial Palace Museum,,cultural,https://egymonuments.gov.eg/en/museums/manial-palace-museum,80.0,"{""currency"": ""EGP"", ""egyptian"": 60, ""foreigner"": 220}",skip,,,,October–April,Mid-morning,
334,Museum of Islamic Art,,cultural,http://www.miaegypt.org/,80.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 340}",skip,,,,Year-round (mildest October–April),Mid-morning,
333,National Museum of Egyptian Civilization (NMEC),,cultural,http://www.nmec.gov.eg/,200.0,"{""currency"": ""EGP"", ""egyptian"": 90, ""foreigner"": 550}",skip,,,,Year-round (mildest October–April),Mid-morning,
